Date,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Quarter,Month,Week,Day,Weekday,Total_Sales
2011-05-25 00:00:00,554650,23084,RABBIT NIGHT LIGHT,24,2011-05-25 12:54:00,1.79,12681.0,France,2011,2,5,21,25,2,42.96
2011-05-25 00:00:00,554666,23084,RABBIT NIGHT LIGHT,6,2011-05-25 14:54:00,2.08,13599.0,United Kingdom,2011,2,5,21,25,2,12.48
2011-05-26 00:00:00,554699,23084,RABBIT NIGHT LIGHT,6,2011-05-26 09:17:00,2.08,12613.0,Germany,2011,2,5,21,26,3,12.48
2011-05-26 00:00:00,554818,23084,RABBIT NIGHT LIGHT,12,2011-05-26 14:09:00,2.08,13199.0,United Kingdom,2011,2,5,21,26,3,24.96
2011-05-26 00:00:00,554827,23084,RABBIT NIGHT LIGHT,240,2011-05-26 15:19:00,2.08,14646.0,Netherlands,2011,2,5,21,26,3,499.20000000000005
2011-05-26 00:00:00,554839,23084,RABBIT NIGHT LIGHT,5,2011-05-26 17:15:00,2.08,14056.0,United Kingdom,2011,2,5,21,26,3,10.4
2011-05-27 00:00:00,554858,23084,RABBIT NIGHT LIGHT,6,2011-05-27 10:15:00,2.08,17042.0,United Kingdom,2011,2,5,21,27,4,12.48
2011-05-27 00:00:00,554861,23084,RABBIT NIGHT LIGHT,6,2011-05-27 10:29:00,2.08,12633.0,Germany,2011,2,5,21,27,4,12.48
2011-05-27 00:00:00,554940,23084,RABBIT NIGHT LIGHT,6,2011-05-27 13:49:00,2.08,12494.0,France,2011,2,5,21,27,4,12.48
2011-05-27 00:00:00,554942,23084,RABBIT NIGHT LIGHT,2,2011-05-27 14:01:00,2.08,17841.0,United Kingdom,2011,2,5,21,27,4,4.16
2011-05-27 00:00:00,554949,23084,RABBIT NIGHT LIGHT,12,2011-05-27 14:44:00,2.08,14092.0,United Kingdom,2011,2,5,21,27,4,24.96
2011-05-29 00:00:00,554992,23084,RABBIT NIGHT LIGHT,1,2011-05-29 14:08:00,2.08,16686.0,United Kingdom,2011,2,5,21,29,6,2.08
2011-05-29 00:00:00,554992,23084,RABBIT NIGHT LIGHT,3,2011-05-29 14:08:00,2.08,16686.0,United Kingdom,2011,2,5,21,29,6,6.24
2011-05-29 00:00:00,554997,23084,RABBIT NIGHT LIGHT,6,2011-05-29 15:35:00,2.08,16746.0,United Kingdom,2011,2,5,21,29,6,12.48
2011-05-31 00:00:00,555096,23084,RABBIT NIGHT LIGHT,72,2011-05-31 13:32:00,1.79,12682.0,France,2011,2,5,22,31,1,128.88
2011-05-31 00:00:00,555110,23084,RABBIT NIGHT LIGHT,1,2011-05-31 14:34:00,2.08,17841.0,United Kingdom,2011,2,5,22,31,1,2.08
2011-05-31 00:00:00,555110,23084,RABBIT NIGHT LIGHT,1,2011-05-31 14:34:00,2.08,17841.0,United Kingdom,2011,2,5,22,31,1,2.08
2011-06-01 00:00:00,555161,23084,RABBIT NIGHT LIGHT,24,2011-06-01 09:26:00,1.79,12423.0,Belgium,2011,2,6,22,1,2,42.96
2011-06-01 00:00:00,555195,23084,RABBIT NIGHT LIGHT,6,2011-06-01 11:27:00,2.08,15240.0,United Kingdom,2011,2,6,22,1,2,12.48
2011-06-01 00:00:00,555245,23084,RABBIT NIGHT LIGHT,3,2011-06-01 14:12:00,2.08,14800.0,United Kingdom,2011,2,6,22,1,2,6.24
2011-06-02 00:00:00,555284,23084,RABBIT NIGHT LIGHT,12,2011-06-02 09:37:00,2.08,14298.0,United Kingdom,2011,2,6,22,2,3,24.96
2011-06-02 00:00:00,555344,23084,RABBIT NIGHT LIGHT,2,2011-06-02 11:45:00,2.08,15311.0,United Kingdom,2011,2,6,22,2,3,4.16
2011-06-08 00:00:00,556106,23084,RABBIT NIGHT LIGHT,10,2011-06-08 16:54:00,2.08,14056.0,United Kingdom,2011,2,6,23,8,2,20.8
2011-06-09 00:00:00,556112,23084,RABBIT NIGHT LIGHT,6,2011-06-09 09:28:00,2.08,13265.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556119,23084,RABBIT NIGHT LIGHT,24,2011-06-09 10:05:00,1.79,12594.0,Italy,2011,2,6,23,9,3,42.96
2011-06-09 00:00:00,556121,23084,RABBIT NIGHT LIGHT,6,2011-06-09 10:09:00,2.08,15855.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556127,23084,RABBIT NIGHT LIGHT,12,2011-06-09 10:23:00,2.08,12406.0,Denmark,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556194,23084,RABBIT NIGHT LIGHT,24,2011-06-09 12:20:00,1.79,12483.0,Sweden,2011,2,6,23,9,3,42.96
2011-06-09 00:00:00,556199,23084,RABBIT NIGHT LIGHT,6,2011-06-09 12:40:00,2.08,16170.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556201,23084,RABBIT NIGHT LIGHT,12,2011-06-09 13:01:00,2.08,12347.0,Iceland,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556203,23084,RABBIT NIGHT LIGHT,12,2011-06-09 13:09:00,2.08,12399.0,Belgium,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556208,23084,RABBIT NIGHT LIGHT,6,2011-06-09 13:51:00,2.08,14040.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556218,23084,RABBIT NIGHT LIGHT,12,2011-06-09 14:18:00,2.08,17731.0,United Kingdom,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556219,23084,RABBIT NIGHT LIGHT,12,2011-06-09 14:19:00,2.08,17731.0,United Kingdom,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556230,23084,RABBIT NIGHT LIGHT,6,2011-06-09 14:45:00,2.08,17402.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556241,23084,RABBIT NIGHT LIGHT,6,2011-06-09 16:04:00,2.08,12597.0,Spain,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556244,23084,RABBIT NIGHT LIGHT,7,2011-06-09 16:08:00,2.08,15867.0,United Kingdom,2011,2,6,23,9,3,14.56
2011-06-09 00:00:00,556248,23084,RABBIT NIGHT LIGHT,12,2011-06-09 16:33:00,2.08,15681.0,United Kingdom,2011,2,6,23,9,3,24.96
2011-06-09 00:00:00,556256,23084,RABBIT NIGHT LIGHT,6,2011-06-09 17:37:00,2.08,14309.0,United Kingdom,2011,2,6,23,9,3,12.48
2011-06-09 00:00:00,556279,23084,RABBIT NIGHT LIGHT,1,2011-06-09 19:55:00,2.08,14562.0,United Kingdom,2011,2,6,23,9,3,2.08
2011-06-10 00:00:00,556329,23084,RABBIT NIGHT LIGHT,2,2011-06-10 11:28:00,2.08,14573.0,United Kingdom,2011,2,6,23,10,4,4.16
2011-06-10 00:00:00,556416,23084,RABBIT NIGHT LIGHT,1,2011-06-10 12:19:00,2.08,15527.0,United Kingdom,2011,2,6,23,10,4,2.08
2011-06-10 00:00:00,556437,23084,RABBIT NIGHT LIGHT,12,2011-06-10 14:31:00,2.08,14077.0,United Kingdom,2011,2,6,23,10,4,24.96
2011-06-12 00:00:00,556474,22197,POPCORN HOLDER,2,2011-06-12 12:01:00,0.85,16007.0,United Kingdom,2011,2,6,23,12,6,1.7
2011-06-12 00:00:00,556475,22197,POPCORN HOLDER,3,2011-06-12 12:03:00,0.85,18109.0,United Kingdom,2011,2,6,23,12,6,2.55
2011-06-12 00:00:00,556484,23084,RABBIT NIGHT LIGHT,2,2011-06-12 13:17:00,2.08,16938.0,United Kingdom,2011,2,6,23,12,6,4.16
2011-06-12 00:00:00,556488,22197,POPCORN HOLDER,4,2011-06-12 13:52:00,0.85,16018.0,United Kingdom,2011,2,6,23,12,6,3.4
2011-06-13 00:00:00,556507,23084,RABBIT NIGHT LIGHT,6,2011-06-13 09:55:00,2.08,12567.0,France,2011,2,6,24,13,0,12.48
2011-06-13 00:00:00,556510,23084,RABBIT NIGHT LIGHT,6,2011-06-13 10:36:00,2.08,14911.0,EIRE,2011,2,6,24,13,0,12.48
2011-06-13 00:00:00,556520,22197,POPCORN HOLDER,12,2011-06-13 11:10:00,0.85,14177.0,United Kingdom,2011,2,6,24,13,0,10.2
2011-06-13 00:00:00,556527,22197,POPCORN HOLDER,3,2011-06-13 11:33:00,0.85,16205.0,United Kingdom,2011,2,6,24,13,0,2.55
2011-06-13 00:00:00,556527,23084,RABBIT NIGHT LIGHT,2,2011-06-13 11:33:00,2.08,16205.0,United Kingdom,2011,2,6,24,13,0,4.16
2011-06-13 00:00:00,556529,23084,RABBIT NIGHT LIGHT,24,2011-06-13 11:41:00,1.79,12714.0,France,2011,2,6,24,13,0,42.96
2011-06-13 00:00:00,556578,23084,RABBIT NIGHT LIGHT,24,2011-06-13 14:13:00,1.79,12472.0,Germany,2011,2,6,24,13,0,42.96
2011-06-14 00:00:00,556685,22197,POPCORN HOLDER,12,2011-06-14 10:00:00,0.85,14503.0,United Kingdom,2011,2,6,24,14,1,10.2
2011-06-14 00:00:00,556721,23084,RABBIT NIGHT LIGHT,1,2011-06-14 11:23:00,2.08,15218.0,United Kingdom,2011,2,6,24,14,1,2.08
2011-06-14 00:00:00,556776,22197,POPCORN HOLDER,2,2011-06-14 12:24:00,0.85,14730.0,United Kingdom,2011,2,6,24,14,1,1.7
2011-06-15 00:00:00,556819,23084,RABBIT NIGHT LIGHT,96,2011-06-15 10:21:00,1.79,12682.0,France,2011,2,6,24,15,2,171.84
2011-06-15 00:00:00,556845,22197,POPCORN HOLDER,100,2011-06-15 11:30:00,0.72,17511.0,United Kingdom,2011,2,6,24,15,2,72.0
2011-06-15 00:00:00,556892,23084,RABBIT NIGHT LIGHT,6,2011-06-15 12:50:00,2.08,17581.0,United Kingdom,2011,2,6,24,15,2,12.48
2011-06-15 00:00:00,556916,22197,POPCORN HOLDER,3,2011-06-15 13:35:00,0.85,16898.0,United Kingdom,2011,2,6,24,15,2,2.55
2011-06-15 00:00:00,556917,23084,RABBIT NIGHT LIGHT,240,2011-06-15 13:37:00,1.79,12415.0,Australia,2011,2,6,24,15,2,429.6
2011-06-15 00:00:00,556929,23084,RABBIT NIGHT LIGHT,24,2011-06-15 15:12:00,1.79,15611.0,United Kingdom,2011,2,6,24,15,2,42.96
2011-06-16 00:00:00,557007,22197,POPCORN HOLDER,5,2011-06-16 11:30:00,0.85,12484.0,Spain,2011,2,6,24,16,3,4.25
2011-06-16 00:00:00,557019,22197,POPCORN HOLDER,4,2011-06-16 12:45:00,0.85,15907.0,United Kingdom,2011,2,6,24,16,3,3.4
2011-06-16 00:00:00,557021,23084,RABBIT NIGHT LIGHT,6,2011-06-16 12:55:00,2.08,17642.0,United Kingdom,2011,2,6,24,16,3,12.48
2011-06-16 00:00:00,557069,23084,RABBIT NIGHT LIGHT,24,2011-06-16 15:22:00,1.79,12562.0,France,2011,2,6,24,16,3,42.96
2011-06-16 00:00:00,557120,23084,RABBIT NIGHT LIGHT,6,2011-06-16 17:12:00,2.08,15669.0,United Kingdom,2011,2,6,24,16,3,12.48
2011-06-17 00:00:00,557132,23084,RABBIT NIGHT LIGHT,12,2011-06-17 08:57:00,2.08,13107.0,United Kingdom,2011,2,6,24,17,4,24.96
2011-06-17 00:00:00,557136,22197,POPCORN HOLDER,24,2011-06-17 09:23:00,0.85,14911.0,EIRE,2011,2,6,24,17,4,20.4
2011-06-17 00:00:00,557143,23084,RABBIT NIGHT LIGHT,6,2011-06-17 10:12:00,2.08,13090.0,United Kingdom,2011,2,6,24,17,4,12.48
2011-06-17 00:00:00,557147,23084,RABBIT NIGHT LIGHT,6,2011-06-17 10:51:00,2.08,12408.0,Belgium,2011,2,6,24,17,4,12.48
2011-06-17 00:00:00,557208,23084,RABBIT NIGHT LIGHT,6,2011-06-17 11:38:00,2.08,16172.0,United Kingdom,2011,2,6,24,17,4,12.48
2011-06-17 00:00:00,557210,22197,POPCORN HOLDER,40,2011-06-17 11:49:00,0.85,18118.0,United Kingdom,2011,2,6,24,17,4,34.0
2011-06-17 00:00:00,557214,22197,POPCORN HOLDER,12,2011-06-17 12:20:00,0.85,17677.0,United Kingdom,2011,2,6,24,17,4,10.2
2011-06-17 00:00:00,557214,23084,RABBIT NIGHT LIGHT,48,2011-06-17 12:20:00,1.79,17677.0,United Kingdom,2011,2,6,24,17,4,85.92
2011-06-17 00:00:00,557221,22197,POPCORN HOLDER,6,2011-06-17 13:01:00,0.85,16869.0,United Kingdom,2011,2,6,24,17,4,5.1
2011-06-19 00:00:00,557268,23084,RABBIT NIGHT LIGHT,4,2011-06-19 11:26:00,2.08,13097.0,United Kingdom,2011,2,6,24,19,6,8.32
2011-06-19 00:00:00,557271,23084,RABBIT NIGHT LIGHT,7,2011-06-19 11:41:00,2.08,17769.0,United Kingdom,2011,2,6,24,19,6,14.56
2011-06-19 00:00:00,557280,23084,RABBIT NIGHT LIGHT,48,2011-06-19 12:19:00,1.79,16701.0,United Kingdom,2011,2,6,24,19,6,85.92
2011-06-19 00:00:00,557283,22197,POPCORN HOLDER,6,2011-06-19 12:26:00,0.85,16813.0,United Kingdom,2011,2,6,24,19,6,5.1
2011-06-19 00:00:00,557295,23084,RABBIT NIGHT LIGHT,12,2011-06-19 13:37:00,2.08,12724.0,France,2011,2,6,24,19,6,24.96
2011-06-19 00:00:00,557302,22197,POPCORN HOLDER,48,2011-06-19 14:15:00,0.85,13102.0,United Kingdom,2011,2,6,24,19,6,40.8
2011-06-20 00:00:00,557328,23084,RABBIT NIGHT LIGHT,1,2011-06-20 09:53:00,2.08,14646.0,Netherlands,2011,2,6,25,20,0,2.08
2011-06-20 00:00:00,557330,23084,RABBIT NIGHT LIGHT,6,2011-06-20 10:20:00,2.08,14291.0,United Kingdom,2011,2,6,25,20,0,12.48
2011-06-20 00:00:00,557442,23084,RABBIT NIGHT LIGHT,4,2011-06-20 12:53:00,2.08,14808.0,United Kingdom,2011,2,6,25,20,0,8.32
2011-06-20 00:00:00,557468,23084,RABBIT NIGHT LIGHT,3,2011-06-20 13:14:00,2.08,16713.0,United Kingdom,2011,2,6,25,20,0,6.24
2011-06-20 00:00:00,557476,22197,POPCORN HOLDER,12,2011-06-20 13:41:00,0.85,18223.0,United Kingdom,2011,2,6,25,20,0,10.2
2011-06-20 00:00:00,557489,23084,RABBIT NIGHT LIGHT,24,2011-06-20 14:58:00,1.79,12490.0,France,2011,2,6,25,20,0,42.96
2011-06-20 00:00:00,557490,23084,RABBIT NIGHT LIGHT,48,2011-06-20 15:06:00,1.79,13199.0,United Kingdom,2011,2,6,25,20,0,85.92
2011-06-21 00:00:00,557529,23084,RABBIT NIGHT LIGHT,24,2011-06-21 09:58:00,1.79,15189.0,United Kingdom,2011,2,6,25,21,1,42.96
2011-06-21 00:00:00,557560,22197,POPCORN HOLDER,12,2011-06-21 10:37:00,0.85,15329.0,United Kingdom,2011,2,6,25,21,1,10.2
2011-06-21 00:00:00,557570,22197,POPCORN HOLDER,4,2011-06-21 10:48:00,0.85,15998.0,United Kingdom,2011,2,6,25,21,1,3.4
2011-06-21 00:00:00,557604,22197,POPCORN HOLDER,11,2011-06-21 12:03:00,0.85,15039.0,United Kingdom,2011,2,6,25,21,1,9.35
2011-06-21 00:00:00,557619,22197,POPCORN HOLDER,8,2011-06-21 13:58:00,0.85,17757.0,United Kingdom,2011,2,6,25,21,1,6.8
2011-06-21 00:00:00,557622,23084,RABBIT NIGHT LIGHT,1,2011-06-21 14:15:00,2.08,17960.0,United Kingdom,2011,2,6,25,21,1,2.08
2011-06-21 00:00:00,557626,22197,POPCORN HOLDER,12,2011-06-21 14:29:00,0.85,14175.0,United Kingdom,2011,2,6,25,21,1,10.2
2011-06-21 00:00:00,557630,23084,RABBIT NIGHT LIGHT,6,2011-06-21 14:53:00,2.08,13178.0,United Kingdom,2011,2,6,25,21,1,12.48
2011-06-22 00:00:00,557667,23084,RABBIT NIGHT LIGHT,24,2011-06-22 08:30:00,1.79,15606.0,United Kingdom,2011,2,6,25,22,2,42.96
2011-06-22 00:00:00,557669,23084,RABBIT NIGHT LIGHT,24,2011-06-22 09:43:00,1.79,12674.0,France,2011,2,6,25,22,2,42.96
2011-06-22 00:00:00,557670,23084,RABBIT NIGHT LIGHT,288,2011-06-22 10:11:00,1.79,12798.0,Japan,2011,2,6,25,22,2,515.52
2011-06-22 00:00:00,557676,23084,RABBIT NIGHT LIGHT,12,2011-06-22 10:28:00,2.08,15804.0,United Kingdom,2011,2,6,25,22,2,24.96
2011-06-22 00:00:00,557745,23084,RABBIT NIGHT LIGHT,2,2011-06-22 12:16:00,2.08,15750.0,United Kingdom,2011,2,6,25,22,2,4.16
2011-06-22 00:00:00,557746,22197,POPCORN HOLDER,1,2011-06-22 12:24:00,0.85,15059.0,United Kingdom,2011,2,6,25,22,2,0.85
2011-06-22 00:00:00,557749,23084,RABBIT NIGHT LIGHT,24,2011-06-22 12:44:00,1.79,13477.0,United Kingdom,2011,2,6,25,22,2,42.96
2011-06-22 00:00:00,557787,23084,RABBIT NIGHT LIGHT,1,2011-06-22 16:16:00,2.08,15041.0,United Kingdom,2011,2,6,25,22,2,2.08
2011-06-23 00:00:00,557803,23084,RABBIT NIGHT LIGHT,12,2011-06-23 10:20:00,2.08,12704.0,Finland,2011,2,6,25,23,3,24.96
2011-06-23 00:00:00,557854,22197,POPCORN HOLDER,2,2011-06-23 11:38:00,0.85,13268.0,United Kingdom,2011,2,6,25,23,3,1.7
2011-06-23 00:00:00,557858,22197,POPCORN HOLDER,3,2011-06-23 11:51:00,0.85,14159.0,United Kingdom,2011,2,6,25,23,3,2.55
2011-06-23 00:00:00,557875,22197,POPCORN HOLDER,24,2011-06-23 13:09:00,0.85,13300.0,United Kingdom,2011,2,6,25,23,3,20.4
2011-06-23 00:00:00,557878,22197,POPCORN HOLDER,18,2011-06-23 13:13:00,0.85,16940.0,United Kingdom,2011,2,6,25,23,3,15.299999999999999
2011-06-23 00:00:00,557886,23084,RABBIT NIGHT LIGHT,8,2011-06-23 13:39:00,2.08,17799.0,United Kingdom,2011,2,6,25,23,3,16.64
2011-06-23 00:00:00,557891,22197,POPCORN HOLDER,24,2011-06-23 14:05:00,0.85,17652.0,United Kingdom,2011,2,6,25,23,3,20.4
